,WAREHOUSE_IDENTIFIER,Dateid,SHIPMENT_NUMBER,ORDER_NUMBER,CUSTOMER_NUMBER,VENDOR_IDENTIFIER,COMPANY_IDENTIFIER,ITEM_NUMBER,Profit,AVERAGE_COST_PRICE,SALES_AMOUNT,INVOICE_AMOUNT,COST_PRICE
2240,10634858,2241,20180923,3650641,10672,98859706,98832971,340737,0.0,16.13,20.03,20.03,20.03
2241,10634859,2242,20181208,1661501,6997,98859706,98832971,2411825,0.0,13.26,0.0,0.0,0.0
2242,10634856,2243,20191015,6377845,4115,98859706,98832972,814558,0.0,16.25,18.95,18.95,18.95
2243,10634856,2244,20181222,6711960,4107,98859706,98832972,2411817,0.0,16.37,20.0,20.0,20.0
2244,10634856,2245,20191102,6412042,16282,98859706,98832972,6221535,0.0,15.62,0.0,0.0,0.0
2245,10634857,2246,20190605,5144428,10622,98859706,98832971,6221535,0.0,16.26,20.95,20.95,20.95
2246,10634859,2247,20190110,1676337,230,98859706,98832971,2411833,0.0,17.61,20.03,20.03,20.03
2247,10634858,2248,20190215,3745204,10688,98859706,98832971,2411833,0.0,18.78,0.0,0.0,0.0
2248,10634856,2249,20180921,6540993,205,98859706,98832972,340737,142.92000000000002,15.88,158.8,15.88,15.88
2249,10634856,2250,20190723,6228613,4104,98859706,98832972,6221485,0.0,16.07,20.95,20.95,20.95
2250,10634859,2251,20181231,1671164,1078,98859706,98832971,814558,40.06,15.1,60.09,20.03,20.03
2251,10634858,2252,20180226,3511076,382,98859706,98832971,835066,0.0,16.24,20.04,20.04,20.04
2252,10634858,2253,20200321,3175520,7379,98859706,98832971,2411833,19.99,16.22,39.98,19.99,19.99
2253,10634858,2254,20200418,3196648,7379,98859706,98832971,340737,0.0,18.09,0.0,0.0,0.0
2254,10634859,2255,20191126,1816788,16383,98859706,98832971,2411817,0.0,16.47,20.98,20.98,20.98
2255,10634855,2256,20180608,6338232,2037,98859711,98832975,5162359,143.5,0.0,172.2,28.7,28.7
2256,10634855,2257,20190213,6797393,1709,98859711,98832975,5170360,0.0,0.0,95.52,95.52,95.52
2257,10634855,2258,20190114,6741323,168,98859711,98832975,5166772,51.0,0.0,68.0,17.0,17.0
2258,10634858,2259,20200514,3219334,6992,98859720,98832971,717967,0.0,16.95,31.95,31.95,31.95
2259,10634857,2260,20191103,5245123,2474,98859720,98832971,717967,0.0,19.95,26.5,26.5,26.5
2260,10634858,2261,20200713,3262344,6743,98859720,98832971,717967,0.0,19.95,0.0,0.0,0.0
2261,10634857,2262,20200622,5411675,1283,98859720,98832971,2495786,51.95,40.4,103.9,51.95,51.95
2262,10634855,2263,20190227,6825015,410,98859725,98832975,920736,279.79,0.0,285.5,5.71,5.71
2263,10634857,2264,20200423,5363779,2142,98859726,98832975,367136,0.0,0.0,69.8,69.8,69.8
2264,10634857,2265,20190627,5159543,2037,98859726,98832975,324293,0.0,0.0,116.47,116.47,116.47
2265,10634856,2266,20171216,6768057,387,98859731,98832975,168666,35.4,0.0,42.48,7.08,7.08
2266,10634856,2267,20180526,6312383,387,98859731,98832975,178210,0.0,0.0,8.85,8.85,8.85
2267,10634857,2268,20190720,5174074,2309,98859738,98832971,568634,0.0,41.0,59.95,59.95,59.95
2268,10634858,2269,20190801,3850147,6480,98859738,98832971,447383,0.0,36.86,59.95,59.95,59.95
2269,10634856,2270,20180115,6811007,2312,98859741,98832975,668673,0.0,0.0,21.6,21.6,21.6
2270,10634859,2271,20180904,1610815,2277,98859742,98832975,246900,0.0,0.0,9.9,9.9,9.9
2271,10634856,2272,20200219,6599004,387,98859742,98832975,6236822,0.0,0.0,11.88,11.88,11.88
2272,10634857,2273,20191011,5228429,279,98859742,98832971,246967,0.0,0.0,0.0,0.0,0.0
2273,10634857,2274,20180731,5799213,2620,98859751,98832975,827667,0.0,0.0,106.2,106.2,106.2
2274,10634857,2275,20201116,5528704,2645,98859751,98832975,827584,0.0,0.0,172.2,172.2,172.2
2275,10634856,2276,20200803,6835587,2438,98859754,98832975,231720,0.0,0.0,46.72,46.72,46.72
2276,10634856,2277,20181116,6642485,2067,98859754,98832971,519140,0.0,0.0,39.06,39.06,39.06
2277,10634856,2278,20181015,6586511,387,98859754,98832975,986265,13.299999999999999,0.0,19.95,6.65,6.65
2278,10634858,2279,20190204,3737963,1891,98859763,98832975,547109,0.0,0.0,0.0,0.0,0.0
2279,10634857,2280,20181108,5868796,2620,98859763,98832975,547067,15.09,0.0,30.18,15.09,15.09
2280,10634857,2281,20190911,5207301,1560,98859763,98832975,6239289,31.660000000000004,0.0,47.49,15.83,15.83
2281,10634858,2282,20180922,3649719,2438,98859763,98832975,547109,0.0,0.0,0.0,0.0,0.0
2282,10634856,2283,20180922,6542380,387,98859763,98832975,2419224,0.0,0.0,0.0,0.0,0.0
2283,10634858,2284,20181102,3679563,2438,98859763,98832975,199232,0.0,0.0,0.0,0.0,0.0
2284,10634857,2285,20201001,5493542Y,16188,98859763,98832971,413062,16.31,0.0,32.62,16.31,16.31
2285,10634858,2286,20191128,3102700,2020,98859763,98832975,674549,0.0,0.0,19.83,19.83,19.83
2286,10634857,2287,20180426,5737683,1496,98859763,98832975,547547,25.619999999999997,0.0,38.43,12.81,12.81
2287,10634857,2288,20180721,5792686,2142,98859763,98832975,900753,0.0,0.0,0.0,0.0,0.0
2288,10634856,2289,20180308,6915144,387,98859763,98832975,199281,0.0,0.0,0.0,0.0,0.0
2289,10634857,2290,20200916,5476910,16473,98859763,98832971,6260210,0.0,0.0,18.43,18.43,18.43
2290,10634857,2291,20180805,5800904,985,98859763,98832975,900753,0.0,0.0,0.0,0.0,0.0
2291,10634857,2292,20200906,5470685,1691,98859763,98832975,547067,0.0,0.0,14.25,14.25,14.25
2292,10634858,2293,20190216,3745236,2872,98859763,98832975,674549,30.42,0.0,45.63,15.21,15.21
2293,10634858,2294,20181106,3681873,15202,98859763,98832971,900753,0.0,0.0,0.0,0.0,0.0
2294,10634856,2295,20180201,6840780,2142,98859763,98832975,997783,0.0,0.0,0.0,0.0,0.0
2295,10634858,2296,20190130,3735374,2312,98859763,98832975,825786,0.0,0.0,14.85,14.85,14.85
2296,10634857,2297,20190123,5918733,1954,98859763,98832975,199281,0.0,0.0,20.16,20.16,20.16
2297,10634856,2298,20180221,6881779,387,98859763,98832975,547547,0.0,0.0,15.11,15.11,15.11
2298,10634858,2299,20171204,3459900,1307,98859763,98832975,900753,0.0,0.0,16.15,16.15,16.15
2299,10634857,2300,20191114,5251071,2002,98859763,98832975,2419141,33.760000000000005,0.0,50.64,16.88,16.88
2300,10634859,2301,20180127,1505612,185,98859763,98832975,900753,0.0,0.0,0.0,0.0,0.0
2301,10634857,2302,20190517,5131463,1560,98859763,98832975,547067,11.01,0.0,22.02,11.01,11.01
2302,10634857,2303,20181101,5863587,2142,98859763,98832975,199232,0.0,0.0,25.01,25.01,25.01
2303,10634857,2304,20180821,5812982,985,98859763,98832975,547067,0.0,0.0,0.0,0.0,0.0
2304,10634855,2305,20180816,6466614,2142,98859776,98832975,4475265,175.21,0.0,350.42,175.21,175.21
2305,10634859,2306,20201121,1100560,185,98859777,98832975,929307,0.0,0.0,38.34,38.34,38.34
2306,10634857,2307,20180129,5685208,2620,98859777,98832975,974733,0.0,0.0,60.44,60.44,60.44
2307,10634858,2308,20200925,3316153,1307,98859777,98832975,670901,0.0,0.0,65.73,65.73,65.73
2308,10634858,2309,20180618,3585947,2486,98859777,98832975,670919,103.12,0.0,154.68,51.56,51.56
2309,10634857,2310,20200724,5436223,652,98859777,98832975,670919,55.0,0.0,110.0,55.0,55.0
2310,10634859,2311,20190313,1704045,7331,98859777,98832975,670919,0.0,0.0,62.4,62.4,62.4
2311,10634857,2312,20190312,5948540,2312,98859777,98832975,974733,0.0,0.0,65.73,65.73,65.73
2312,10634857,2313,20200218,5312049,2791,98859777,98832971,468306,70.59,0.0,141.18,70.59,70.59
2313,10634856,2314,20190926,6344208,387,98859777,98832975,830588,0.0,0.0,65.73,65.73,65.73
2314,10634856,2315,20180204,6848951,1691,98859777,98832975,670901,0.0,0.0,60.44,60.44,60.44
2315,10634858,2316,20180507,3558336,2438,98859777,98832975,830588,0.0,0.0,68.88,68.88,68.88
2316,10634858,2317,20171218,3467810,2149,98859778,98832975,477364,0.0,0.0,4.65,4.65,4.65
2317,10634858,2318,20190616,3818918,804,98859778,98832975,467811,5.85,0.0,11.7,5.85,5.85
2318,10634858,2319,20181005,3659482,2486,98859778,98832975,477471,9.540000000000001,0.0,14.31,4.77,4.77
2319,10634856,2320,20200212,6588124,387,98859778,98832975,807362,16.6,0.0,19.92,3.32,3.32
2320,10634857,2321,20171121,5652440,2645,98859778,98832975,807362,982.6800000000001,0.0,984.96,2.28,2.28
2321,10634858,2322,20200518,3220579,2979,98859778,98832975,477471,0.0,0.0,4.77,4.77,4.77
2322,10634857,2323,20191127,5260748,1496,98859778,98832975,698589,1.86,0.0,3.72,1.86,1.86
2323,10634856,2324,20190131,6775303,387,98859778,98832975,807362,80.73,0.0,82.8,2.07,2.07
2324,10634857,2325,20190509,5126443,2871,98859778,98832975,477364,9.579999999999998,0.0,14.37,4.79,4.79
2325,10634857,2326,20191009,5226974,1954,98859778,98832975,477364,0.0,0.0,4.49,4.49,4.49
2326,10634858,2327,20200705,3255085,1693,98859778,98832975,807362,74.48,0.0,78.4,3.92,3.92
2327,10634858,2328,20181119,3691079,1307,98859778,98832975,477364,0.0,0.0,4.73,4.73,4.73
2328,10634858,2329,20190808,3854215,2238,98859778,98832971,698589,38.9,0.0,46.68,7.78,7.78
2329,10634859,2330,20190125,1682417,437,98859778,98832975,477364,0.0,0.0,3.95,3.95,3.95
2330,10634858,2331,20190922,3883692,2486,98859778,98832975,807362,23.520000000000003,0.0,27.44,3.92,3.92
2331,10634858,2332,20201012,3329964,15749,98859778,98832971,739524,0.0,0.0,15.56,15.56,15.56
2332,10634858,2333,20181011,3662270,1412,98859778,98832975,467811,5.85,0.0,11.7,5.85,5.85
2333,10634858,2334,20181226,3714957,1895,98859778,98832975,467811,0.0,0.0,3.93,3.93,3.93
2334,10634857,2335,20191008,5225984,83,98859778,98832971,807362,21.78,0.0,25.41,3.63,3.63
2335,10634855,2336,20191220,6481221,1775,98859788,98832975,4638896,0.0,0.0,0.0,0.0,0.0
2336,10634858,2337,20181115,3688574,1307,98859789,98832975,651471,0.0,0.0,21.68,21.68,21.68
2337,10634859,2338,20180210,1511755,2144,98859789,98832975,262055,0.0,0.0,0.0,0.0,0.0
2338,10634856,2339,20180226,6886042,4959,98859795,98832975,581058,48.56,0.0,97.12,48.56,48.56
2339,10634856,2340,20180325,6952831,1895,98859795,98832975,581058,145.68,0.0,194.24,48.56,48.56
2340,10634857,2341,20200318,5334698,2786,98859797,98832975,522854,0.0,0.0,52.16,52.16,52.16
2341,10634857,2342,20181123,5880921,2620,98859797,98832975,368670,0.0,0.0,36.05,36.05,36.05
2342,10634857,2343,20180216,5695532,10613,98859797,98832971,2449981,29.68,0.0,59.36,29.68,29.68
2343,10634858,2344,20180125,3490722,1891,98859797,98832975,563908,92.64,0.0,115.8,23.16,23.16
2344,10634859,2345,20181120,1651918,2059,98859797,98832975,563908,195.75,0.0,217.5,21.75,21.75
2345,10634858,2346,20201029,3343037,2438,98859797,98832975,563908,34.31999999999999,0.0,51.48,17.16,17.16
2346,10634855,2347,20200129,6554743,2061,98859803,98832975,587675,0.0,0.0,101.75,101.75,101.75
2347,10634856,2348,20201113,6966363,2312,98859814,98832975,889352,0.0,0.0,68.19,68.19,68.19
2348,10634856,2349,20191003,6356963,387,98859814,98832975,889352,0.0,0.0,64.24,64.24,64.24
2349,10634856,2350,20190520,6110142,185,98859814,98832975,276063,0.0,0.0,95.27,95.27,95.27
2350,10634856,2351,20180815,6465299,452,98859820,98832975,111484,29.6,0.0,59.2,29.6,29.6
2351,10634856,2352,20180410,6214710,2486,98859820,98832975,818526,0.0,0.0,79.61,79.61,79.61
2352,10634856,2353,20200501,6712455,2438,98859820,98832975,926113,0.0,0.0,124.88,124.88,124.88
2353,10634857,2354,20191006,5225456,2142,98859828,98832975,835355,0.0,0.0,21.6,21.6,21.6
2354,10634856,2355,20190404,6900736,387,98859828,98832975,835421,0.0,0.0,21.6,21.6,21.6
2355,10634858,2356,20191003,3891598,509,98859828,98832971,828913,0.0,0.0,25.21,25.21,25.21
2356,10634857,2357,20191222,5276411,67,98859833,98832971,706051,24.74,0.0,49.48,24.74,24.74
2357,10634857,2358,20180605,5762170,420,98859833,98832971,706051,69.36,0.0,92.48,23.12,23.12
2358,10634855,2359,20190924,6338505,1972,98859836,98832975,5012133,0.0,0.0,0.0,0.0,0.0
2359,10634855,2360,20180613,6341541,943,98859836,98832975,5011986,41.75,0.0,50.1,8.35,8.35
2360,10634855,2361,20180213,6862652,452,98859836,98832975,5012497,0.0,0.0,7.6,7.6,7.6
2361,10634856,2362,20191110,6428170,387,98859839,98832975,257766,0.0,0.0,21.0,21.0,21.0
2362,10634855,2363,20190607,6142489,1891,98859842,98832975,6053896,0.0,0.0,155.84,155.84,155.84
2363,10634858,2364,20191012,3898194,2872,98859844,98832975,826560,0.0,0.0,25.02,25.02,25.02
2364,10634856,2365,20200211,6582637,2312,98859849,98832975,324301,97.77,0.0,195.54,97.77,97.77
2365,10634856,2366,20190723,6226430,387,98859849,98832975,2483295,0.0,0.0,67.76,67.76,67.76
2366,10634856,2367,20200331,6657944,2666,98859852,98832975,225979,0.0,0.0,0.0,0.0,0.0
2367,10634855,2368,20171102,6683637,2830,98859862,98832975,4050068,0.0,0.0,44.63,44.63,44.63
2368,10634857,2369,20200608,5400156,1560,98859864,98832975,6212831,0.0,0.0,54.6,54.6,54.6
2369,10634858,2370,20181018,3667583,10878,98859871,98832971,2482537,0.0,22.5,31.01,31.01,31.01
2370,10634858,2371,20200706,3254532,1348,98859873,98832971,538462,0.0,0.0,50.4,50.4,50.4
2371,10634858,2372,20201002,3321350,2950,98859873,98832975,538462,0.0,0.0,48.0,48.0,48.0
2372,10634855,2373,20180611,6338352,75435,98859880,98832975,495036,0.0,0.0,1.94,1.94,1.94
2373,10634855,2374,20180801,6438594,75379,98859880,98832975,4612891,6.2,0.0,12.4,6.2,6.2
2374,10634856,2375,20200105,6522536,387,98859889,98832975,144394,0.0,0.0,30.18,30.18,30.18
2375,10634858,2376,20190222,3749417,5561,98859890,98832971,401240,0.0,27.79,38.03,38.03,38.03
2376,10634859,2377,20200221,1852471,347,98859890,98832971,401240,33.0,32.96,66.0,33.0,33.0
2377,10634858,2378,20201026,3339373,10271,98859890,98832971,401240,-9.76,-4.98,-4.88,4.88,4.88
2378,10634857,2379,20171215,5665384,10869,98859890,98832971,159319,0.0,14.58,18.95,18.95,18.95
2379,10634858,2380,20190206,3739902,10810,98859890,98832971,401240,0.0,21.0,47.5,47.5,47.5
2380,10634859,2381,20180322,1529391,627,98859890,98832971,401240,-31.64,-11.19,-15.82,15.82,15.82
2381,10634856,2382,20200321,6653544,4106,98859890,98832972,401240,0.0,23.09,32.5,32.5,32.5
2382,10634856,2383,20180119,6816827,387,98859892,98832975,939744,0.0,0.0,21.48,21.48,21.48
2383,10634856,2384,20180111,6803693,387,98859892,98832975,858126,0.0,0.0,0.0,0.0,0.0
2384,10634856,2385,20190120,6753710,3912,98859892,98832975,671412,0.0,0.0,30.6,30.6,30.6
2385,10634856,2386,20180529,6317808,387,98859892,98832975,858670,0.0,0.0,32.28,32.28,32.28
2386,10634856,2387,20171203,6744273,387,98859893,98832975,829697,0.0,0.0,34.59,34.59,34.59
2387,10634855,2388,20190305,6835670,2061,98859901,98832975,5037817,26.490000000000002,0.0,35.32,8.83,8.83
2388,10634855,2389,20190624,6173813,2182,98859901,98832975,5010137,0.0,0.0,3.44,3.44,3.44
2389,10634855,2390,20180515,6284234,771,98859901,98832975,5033998,23.24,0.0,46.48,23.24,23.24
2390,10634855,2391,20180605,6329301,2486,98859901,98832975,5037338,0.0,0.0,0.0,0.0,0.0
2391,10634855,2392,20200916,6892350,2020,98859901,98832975,5040423,0.0,0.0,14.06,14.06,14.06
2392,10634855,2393,20200225,6609426,346,98859901,98832975,190876,4.0200000000000005,0.0,5.36,1.34,1.34
2393,10634855,2394,20200928,6906435,2073,98859908,98832975,5142773,0.0,0.0,0.0,0.0,0.0
2394,10634855,2395,20201011,6923261,110,98859908,98832975,5109327,0.0,0.0,0.0,0.0,0.0
2395,10634855,2396,20190723,6225683,5294,98859908,98832975,5142682,10.53,0.0,21.06,10.53,10.53
2396,10634855,2397,20181025,6603490,2830,98859908,98832975,5109293,38.019999999999996,0.0,57.03,19.01,19.01
2397,10634855,2398,20181119,6652261,2073,98859908,98832975,5109269,0.0,0.0,14.07,14.07,14.07
2398,10634855,2399,20181021,6593902,2230,98859908,98832975,5109483,44.2,0.0,88.4,44.2,44.2
2399,10634855,2400,20180820,6473747,2061,98859908,98832975,5109350,0.0,0.0,82.25,82.25,82.25
2400,10634855,2401,20180108,6785658,2014,98859919,98832975,5141668,0.0,0.0,0.0,0.0,0.0
2401,10634856,2402,20191230,6513409,387,98859921,98832975,980276,30.01,0.0,60.02,30.01,30.01
2402,10634857,2403,20200731,5441497,2312,98859921,98832975,667360,0.0,0.0,46.8,46.8,46.8
2403,10634857,2404,20200105,5282676,1979,98859921,98832975,6237499,0.0,0.0,35.5,35.5,35.5
2404,10634858,2405,20200709,3258446,1972,98859921,98832975,343673,0.0,0.0,42.0,42.0,42.0
2405,10634858,2406,20200820,3289527,2486,98859921,98832975,378851,0.0,0.0,0.0,0.0,0.0
2406,10634856,2407,20200227,6614644,387,98859921,98832975,343673,0.0,0.0,42.0,42.0,42.0
2407,10634858,2408,20201004,3323008,110,98859921,98832975,151597,0.0,0.0,42.0,42.0,42.0
2408,10634859,2409,20200902,1944533,2144,98859921,98832975,6236699,0.0,0.0,42.0,42.0,42.0
2409,10634856,2410,20200314,6642582,387,98859921,98832975,667360,93.60000000000001,0.0,140.4,46.8,46.8
2410,10634856,2411,20200324,6658381,387,98859921,98832975,6236764,0.0,0.0,0.0,0.0,0.0
2411,10634857,2412,20201018,5505256,16473,98859921,98832971,381442,44.51,0.0,89.02,44.51,44.51
2412,10634857,2413,20200807,5446319,2312,98859921,98832975,980276,0.0,0.0,32.98,32.98,32.98
2413,10634856,2414,20200204,6574451,387,98859921,98832975,378851,0.0,0.0,46.8,46.8,46.8
2414,10634857,2415,20200608,5399995,2786,98859922,98832975,937060,0.0,0.0,0.0,0.0,0.0
2415,10634856,2416,20190905,6307664,387,98859922,98832975,937060,0.0,0.0,132.79,132.79,132.79
2416,10634858,2417,20180226,3510014,883,98859922,98832975,656751,0.0,0.0,111.47,111.47,111.47
2417,10634856,2418,20190329,6887800,389,98859928,98832975,985739,0.0,0.0,48.67,48.67,48.67
2418,10634859,2419,20190831,1778566,468,98859945,98832971,829796,0.0,64.55,0.0,0.0,0.0
2419,10634857,2420,20200903,5469781,11011,98859945,98832971,829796,0.0,60.59,77.0,77.0,77.0
2420,10634857,2421,20200928,5490559,16188,98859948,98832971,741033,0.0,0.0,0.0,0.0,0.0
2421,10634859,2422,20171211,1486148,2806,98859960,98832975,232660,12.94,0.0,25.88,12.94,12.94
2422,10634857,2423,20180627,5776162,1560,98859960,98832975,232652,0.0,0.0,0.0,0.0,0.0
2423,10634857,2424,20200916,5478631,2620,98859963,98832975,342436,0.0,0.0,38.11,38.11,38.11
2424,10634857,2425,20180626,5775774,2620,98859963,98832975,342436,0.0,0.0,38.11,38.11,38.11
2425,10634856,2426,20181123,6660750,387,98859966,98832975,740415,0.0,0.0,30.98,30.98,30.98
2426,10634856,2427,20200108,6528342,387,98859966,98832975,2416709,44.16,0.0,88.32,44.16,44.16
2427,10634859,2428,20180411,1540304,4959,98859966,98832975,740415,0.0,0.0,30.24,30.24,30.24
2428,10634857,2429,20200520,5386389,2142,98859966,98832975,812479,0.0,0.0,0.0,0.0,0.0
2429,10634856,2430,20191203,6471026,387,98859966,98832975,812461,90.72000000000001,0.0,136.08,45.36,45.36
2430,10634856,2431,20190412,6918729,387,98859966,98832975,613547,0.0,0.0,50.3,50.3,50.3
2431,10634857,2432,20200123,5295084,7167,98859966,98832971,543207,0.0,0.0,34.4,34.4,34.4
2432,10634858,2433,20190616,3821386,11002,98859966,98832971,613547,0.0,0.0,49.79,49.79,49.79
2433,10634858,2434,20180830,3633985,2438,98859966,98832975,812461,0.0,0.0,44.76,44.76,44.76
2434,10634858,2435,20180106,3478334,2486,98859966,98832975,543199,0.0,0.0,33.42,33.42,33.42
2435,10634856,2436,20190326,6883290,1691,98859966,98832975,812461,0.0,0.0,44.31,44.31,44.31
2436,10634857,2437,20171127,5655324,2194,98859966,98832971,2416709,91.41999999999999,0.0,137.13,45.71,45.71
2437,10634857,2438,20180825,5815761,3911,98859966,98832975,613893,89.52000000000001,0.0,134.28,44.76,44.76
2438,10634859,2439,20180516,1559048,1775,98859966,98832975,812461,0.0,0.0,0.0,0.0,0.0
2439,10634858,2440,20191105,3913057,10795,98859966,98832971,812479,0.0,0.0,49.7,49.7,49.7
2440,10634855,2441,20200701,6790349,1891,98859973,98832975,5912464,65.58,0.0,131.16,65.58,65.58
2441,10634855,2442,20200617,6777522,1375,98859973,98832975,5915152,947.65,0.0,1033.8,86.15,86.15
2442,10634858,2443,20171217,3467358,1811,98859976,98832975,847798,0.0,0.0,65.62,65.62,65.62
2443,10634857,2444,20190206,5927878,1934,98859979,98832975,411363,0.0,0.0,15.17,15.17,15.17
2444,10634856,2445,20190314,6854420,387,98859979,98832975,588822,0.0,0.0,31.88,31.88,31.88
2445,10634859,2446,20180618,1574800,4959,98859979,98832975,2411031,0.0,0.0,16.85,16.85,16.85
2446,10634856,2447,20180329,6963020,387,98859979,98832975,901504,0.0,0.0,0.0,0.0,0.0
2447,10634857,2448,20200529,5393647,2645,98859979,98832975,411447,0.0,0.0,0.0,0.0,0.0
2448,10634857,2449,20180122,5681960,10427,98859979,98832971,286245,0.0,0.0,19.84,19.84,19.84
2449,10634857,2450,20200511,5377055,16359,98859979,98832971,6255426,0.0,0.0,22.18,22.18,22.18
2450,10634858,2451,20180411,3539539,322,98859979,98832975,603969,16.38,0.0,32.76,16.38,16.38
2451,10634856,2452,20180922,6540662,387,98859979,98832975,604025,0.0,0.0,19.38,19.38,19.38
2452,10634858,2453,20181011,3663084,2438,98859979,98832975,957373,0.0,0.0,12.7,12.7,12.7
2453,10634857,2454,20181223,5900031,1979,98859979,98832975,826040,0.0,0.0,20.79,20.79,20.79
2454,10634857,2455,20200821,5459007,2142,98859979,98832975,414631,0.0,0.0,17.81,17.81,17.81
2455,10634856,2456,20200329,6667531,387,98859979,98832975,6203574,0.0,0.0,31.88,31.88,31.88
2456,10634858,2457,20180518,3566107,1145,98859979,98832975,472860,0.0,0.0,17.07,17.07,17.07
2457,10634858,2458,20181209,3705440,497,98859979,98832975,603969,0.0,0.0,16.93,16.93,16.93
2458,10634858,2459,20190615,3820759,2073,98859979,98832975,823492,0.0,0.0,12.52,12.52,12.52
2459,10634856,2460,20180503,6267339,387,98859979,98832975,547711,0.0,0.0,19.7,19.7,19.7
2460,10634859,2461,20200622,1910477,64,98859979,98832975,255935,16.38,0.0,32.76,16.38,16.38
2461,10634857,2462,20200305,5324914,2142,98859979,98832975,414631,0.0,0.0,16.84,16.84,16.84
2462,10634858,2463,20200126,3139238,2486,98859979,98832975,957373,0.0,0.0,14.28,14.28,14.28
2463,10634856,2464,20190222,6816179,387,98859979,98832975,6202758,0.0,0.0,0.0,0.0,0.0
2464,10634856,2465,20171103,6685701,387,98859979,98832975,604058,0.0,0.0,18.28,18.28,18.28
2465,10634859,2466,20180411,1540136,2806,98859979,98832975,826412,0.0,0.0,0.0,0.0,0.0
2466,10634856,2467,20190518,6106587,387,98859979,98832975,604025,0.0,0.0,20.35,20.35,20.35
2467,10634857,2468,20201020,5507018,2002,98859979,98832975,2479822,0.0,0.0,22.21,22.21,22.21
2468,10634858,2469,20200903,3299486,2073,98859979,98832975,411363,0.0,0.0,15.46,15.46,15.46
2469,10634857,2470,20191004,5221751,652,98859979,98832975,6202972,0.0,0.0,15.4,15.4,15.4
2470,10634856,2471,20200317,6643868,387,98859979,98832975,547711,0.0,0.0,0.0,0.0,0.0
2471,10634859,2472,20200331,1870232,1869,98859979,98832975,411363,0.0,0.0,15.14,15.14,15.14
2472,10634858,2473,20180313,3519912,1891,98859979,98832975,196923,0.0,0.0,24.75,24.75,24.75
2473,10634859,2474,20200325,1868099,2144,98859979,98832975,547711,20.72,0.0,41.44,20.72,20.72
2474,10634858,2475,20180223,3509226,2020,98859979,98832975,411363,0.0,0.0,12.79,12.79,12.79
2475,10634859,2476,20180129,1505372,643,98859979,98832975,411447,15.04,0.0,30.08,15.04,15.04
2476,10634857,2477,20180625,5774713,7167,98859979,98832971,901496,0.0,0.0,21.67,21.67,21.67
2477,10634856,2478,20171211,6759198,387,98859979,98832975,637058,0.0,0.0,13.86,13.86,13.86
2478,10634858,2479,20201025,3340426,804,98859979,98832975,411447,0.0,0.0,16.72,16.72,16.72
2479,10634858,2480,20200528,3229038,2149,98859979,98832975,957373,27.0,0.0,40.5,13.5,13.5
2480,10634856,2481,20180514,6289062,2142,98859979,98832975,721803,0.0,0.0,25.62,25.62,25.62
2481,10634859,2482,20200326,1868418,2144,98859979,98832975,826008,0.0,0.0,0.0,0.0,0.0
2482,10634859,2483,20181207,1659987,185,98859979,98832975,901504,0.0,0.0,16.93,16.93,16.93
2483,10634859,2484,20190129,1684684,185,98859979,98832975,472860,0.0,0.0,18.44,18.44,18.44
2484,10634857,2485,20200907,5471207,2312,98859979,98832975,957373,0.0,0.0,12.57,12.57,12.57
2485,10634856,2486,20180110,6804569,387,98859979,98832975,2420263,0.0,0.0,21.33,21.33,21.33
2486,10634858,2487,20200225,3157915,1819,98859979,98832975,603969,0.0,0.0,16.81,16.81,16.81
2487,10634856,2488,20191224,6506663,387,98859979,98832975,196923,0.0,0.0,26.05,26.05,26.05
2488,10634858,2489,20200625,3249319,1693,98859979,98832975,603969,0.0,0.0,19.97,19.97,19.97
2489,10634858,2490,20190107,3719587,2149,98859979,98832975,547711,20.72,0.0,41.44,20.72,20.72
2490,10634859,2491,20191228,1829867,185,98859979,98832975,411447,0.0,0.0,16.03,16.03,16.03
2491,10634857,2492,20180115,5677662,7331,98859979,98832975,884171,0.0,0.0,12.73,12.73,12.73
2492,10634856,2493,20200301,6619418,387,98859979,98832975,547711,0.0,0.0,20.72,20.72,20.72
2493,10634857,2494,20200831,5465095,2620,98859979,98832975,255893,0.0,0.0,16.4,16.4,16.4
2494,10634859,2495,20190417,1720332A,271,98859979,98832975,604058,0.0,0.0,17.65,17.65,17.65
2495,10634857,2496,20200104,5282716,2142,98859979,98832975,823492,10.85,0.0,21.7,10.85,10.85
2496,10634858,2497,20180113,3482812,1891,98859979,98832975,255935,0.0,0.0,12.9,12.9,12.9
2497,10634858,2498,20200311,3167517,208,98859979,98832975,552455,0.0,0.0,20.35,20.35,20.35
2498,10634857,2499,20180104,5672721,7331,98859979,98832975,316976,0.0,0.0,24.75,24.75,24.75
2499,10634858,2500,20180701,3596229,1811,98859979,98832975,604058,0.0,0.0,19.38,19.38,19.38
2500,10634858,2501,20180430,3552695,2438,98859979,98832975,823492,0.0,0.0,13.48,13.48,13.48
2501,10634856,2502,20171206,6748675,387,98859979,98832975,957373,0.0,0.0,13.17,13.17,13.17
2502,10634857,2503,20200421,5361329,2013,98859979,98832975,957373,0.0,0.0,13.62,13.62,13.62
2503,10634857,2504,20190117,5913906,341,98859979,98832971,196923,27.35,0.0,54.7,27.35,27.35
2504,10634857,2505,20200711,5427288,2142,98859979,98832975,286252,0.0,0.0,23.98,23.98,23.98
