ORDER_NUMBER,ORDER_QUANTITY,SHIPPED_QUANTITY,ORDER_TYPE,PURCHASE_ORDER_NUMBER
5422651,1,1,REGULAR,0
5839996,1,1,REGULAR,0
3518424,1,1,REGULAR,0
3339378,1,1,REGULAR,0
5929466,1,1,REGULAR,0
1640449,1,1,REGULAR,0
3809243A,1,1,REGULAR,0
1102496,1,0,REGULAR,0
1504033,1,1,REGULAR,0
5133790,1,1,PROMOTIONAL,0
5224677,1,1,REGULAR,0
1670757,1,1,REGULAR,0
6161549,1,1,REGULAR,0
6349284,2,2,REGULAR,0
6122026,1,1,REGULAR,0
6516011,6,6,REGULAR,0
6394373,1,1,REGULAR,0
6650256,5,5,REGULAR,0
6391609,4,4,REGULAR,0
6813658,6,6,REGULAR,0
6209271,2,2,REGULAR,0
6759651,4,4,REGULAR,0
6830426,1,1,REGULAR,0
3691729,1,0,REGULAR,0
1660573,1,1,REGULAR,0
5229469,1,1,REGULAR,0
5295121,1,1,REGULAR,0
5216011,2,0,PROMOTIONAL,0
3248723,1,1,REGULAR,0
3293056,1,1,REGULAR,0
1485031,1,1,REGULAR,0
5215091,2,2,REGULAR,0
3627142,1,1,REGULAR,0
6895160,2,2,PROMOTIONAL,0
6936588,1,1,REGULAR,0
6211978,2,0,REGULAR,0
5842135,1,1,REGULAR,0
3688350,1,1,REGULAR,0
5786891,1,1,REGULAR,0
6461335,1,1,REGULAR,0
3464442,1,1,REGULAR,0
6703710,1,1,NON SALEABLE,0
6807253,6,6,REGULAR,0
5196157,1,1,REGULAR,0
6863602,12,12,REGULAR,0
6345752,2,2,REGULAR,0
6825851,1,1,REGULAR,0
6677285,1,1,REGULAR,0
6788184,1,1,PROMOTIONAL,0
6622053,1,1,REGULAR,0
6843427,1,1,REGULAR,0
6243170,1,1,REGULAR,0
3484469,2,2,REGULAR,0
3325739,3,3,REGULAR,0
3304683,1,1,REGULAR,0
6358502,1,1,REGULAR,0
6796234,3,3,REGULAR,0
6346365,1,1,REGULAR,0
6315653,1,1,REGULAR,0
5759378,1,1,REGULAR,0
5235819,1,1,REGULAR,0
6211004,2,2,REGULAR,0
6737218,1,1,REGULAR,0
6520506,1,1,REGULAR,0
6376223,1,0,REGULAR,0
3553284,2,2,REGULAR,0
3447917,1,1,REGULAR,0
3477640,1,0,REGULAR,0
3469277,20,20,REGULAR,0
5806573,1,1,REGULAR,0
5160232,1,1,REGULAR,0
5464361,1,1,REGULAR,0
6011040,100,100,SEASONAL,0
6827929,5,0,REGULAR,0
6893236,2,2,REGULAR,0
6146123,6,6,REGULAR,0
6010878,2,2,SEASONAL,0
6204342,8,8,PROMOTIONAL,0
6680088,1,1,PROMOTIONAL,0
5896408,1,1,REGULAR,0
6831379,1,1,REGULAR,0
3688541,1,1,REGULAR,0
3208202,1,1,REGULAR,0
5758668,1,1,REGULAR,0
3105632,1,1,REGULAR,0
5191974,1,1,PROMOTIONAL,0
1706709,1,1,REGULAR,0
3865336,1,1,BOOKING,0
1510278,3,0,BOOKING,0
6857228,3,0,BOOKING,0
1810187,1,0,BOOKING,0
6809167,1,1,REGULAR,0
5901701,4,4,REGULAR,0
5864685,1,1,REGULAR,0
3655436,1,1,REGULAR,0
3854676,1,1,REGULAR,0
3595704,1,0,REGULAR,0
3655916,1,1,REGULAR,0
5861498,2,2,REGULAR,0
5509478,1,1,REGULAR,0
5253149,1,1,REGULAR,0
6969783,4,4,REGULAR,0
3239718,1,1,REGULAR,0
6217351,1,1,REGULAR,0
3116590,1,1,REGULAR,0
3713668,1,1,REGULAR,0
5320454,1,1,REGULAR,0
1629784,2,2,REGULAR,0
6354751,1,1,REGULAR,0
3174295,2,2,REGULAR,0
5299116,1,1,REGULAR,0
3877262,1,1,REGULAR,0
3650641,1,1,REGULAR,0
1661501,1,0,REGULAR,0
6377845,1,1,REGULAR,0
6711960,1,1,REGULAR,0
6412042,1,0,REGULAR,0
5144428,1,1,REGULAR,0
1676337,1,1,REGULAR,0
3745204,1,0,REGULAR,0
6540993,10,10,EMERG TRANSFER,0
6228613,1,1,REGULAR,0
1671164,3,3,REGULAR,0
3511076,1,1,REGULAR,0
3175520,2,2,REGULAR,0
3196648,1,0,REGULAR,0
1816788,1,1,REGULAR,0
6338232,6,6,PROMOTIONAL,0
6797393,1,1,REGULAR,0
6741323,4,4,REGULAR,0
3219334,1,1,REGULAR,0
5245123,1,1,REGULAR,0
3262344,1,0,REGULAR,0
5411675,2,2,REGULAR,0
6825015,50,50,PROMOTIONAL,0
5363779,1,1,REGULAR,0
5159543,1,1,REGULAR,0
6768057,6,6,REGULAR,0
6312383,1,1,REGULAR,0
5174074,1,1,REGULAR,0
3850147,1,1,REGULAR,0
6811007,1,1,REGULAR,0
1610815,1,1,REGULAR,0
6599004,1,1,REGULAR,0
5228429,1,0,REGULAR,0
5799213,1,1,REGULAR,0
5528704,1,1,REGULAR,0
6835587,1,1,REGULAR,0
6642485,1,1,REGULAR,0
6586511,3,3,REGULAR,0
3737963,2,0,REGULAR,0
5868796,2,2,REGULAR,0
5207301,3,3,REGULAR,0
3649719,2,0,REGULAR,0
6542380,1,0,REGULAR,0
3679563,1,0,REGULAR,0
5493542Y,2,2,REGULAR,0
3102700,1,1,REGULAR,0
5737683,3,3,REGULAR,0
5792686,1,0,REGULAR,0
6915144,1,0,REGULAR,0
5476910,1,1,REGULAR,0
5800904,1,0,REGULAR,0
5470685,1,1,REGULAR,0
3745236,3,3,REGULAR,0
3681873,1,0,REGULAR,0
6840780,1,0,REGULAR,0
3735374,1,1,REGULAR,0
5918733,1,1,REGULAR,0
6881779,1,1,REGULAR,0
3459900,1,1,REGULAR,0
5251071,3,3,REGULAR,0
1505612,1,0,REGULAR,0
5131463,2,2,REGULAR,0
5863587,1,1,REGULAR,0
5812982,1,0,REGULAR,0
6466614,2,2,PROMOTIONAL,0
1100560,1,1,REGULAR,0
5685208,1,1,REGULAR,0
3316153,1,1,REGULAR,0
3585947,3,3,PROMOTIONAL,0
5436223,2,2,PROMOTIONAL,0
1704045,1,1,REGULAR,0
5948540,1,1,REGULAR,0
5312049,2,2,REGULAR,0
6344208,1,1,REGULAR,0
6848951,1,1,REGULAR,0
3558336,1,1,REGULAR,0
3467810,1,1,REGULAR,0
3818918,2,2,REGULAR,0
3659482,3,3,REGULAR,0
6588124,6,6,REGULAR,0
5652440,432,432,PROMOTIONAL,0
3220579,1,1,REGULAR,0
5260748,2,2,REGULAR,0
6775303,40,40,REGULAR,0
5126443,3,3,REGULAR,0
5226974,1,1,REGULAR,0
3255085,20,20,REGULAR,0
3691079,1,1,REGULAR,0
3854215,6,6,REGULAR,0
1682417,1,1,REGULAR,0
3883692,7,7,REGULAR,0
3329964,1,1,REGULAR,0
3662270,2,2,REGULAR,0
3714957,1,1,REGULAR,0
5225984,7,7,REGULAR,0
6481221,1,0,REGULAR,0
3688574,1,1,REGULAR,0
1511755,1,0,REGULAR,0
6886042,2,2,REGULAR,0
6952831,4,4,REGULAR,0
5334698,1,1,REGULAR,0
5880921,1,1,REGULAR,0
5695532,2,2,REGULAR,0
3490722,5,5,REGULAR,0
1651918,10,10,REGULAR,0
3343037,3,3,REGULAR,0
6554743,1,1,REGULAR,0
6966363,1,1,REGULAR,0
6356963,1,1,REGULAR,0
6110142,1,1,REGULAR,0
6465299,2,2,REGULAR,0
6214710,1,1,REGULAR,0
6712455,1,1,REGULAR,0
5225456,1,1,REGULAR,0
6900736,1,1,REGULAR,0
3891598,1,1,REGULAR,0
5276411,2,2,REGULAR,0
5762170,4,4,REGULAR,0
6338505,3,0,REGULAR,0
6341541,6,6,REGULAR,0
6862652,1,1,REGULAR,0
6428170,1,1,REGULAR,0
6142489,1,1,REGULAR,0
3898194,1,1,REGULAR,0
6582637,2,2,REGULAR,0
6226430,1,1,REGULAR,0
6657944,1,0,REGULAR,0
6683637,1,1,REGULAR,0
5400156,1,1,REGULAR,0
3667583,1,1,REGULAR,0
3254532,1,1,REGULAR,0
3321350,1,1,REGULAR,0
6338352,1,1,REGULAR,0
6438594,2,2,REGULAR,0
6522536,1,1,REGULAR,0
3749417,1,1,REGULAR,0
1852471,2,2,REGULAR,0
3339373,-1,-1,REGULAR,0
5665384,1,1,REGULAR,0
3739902,1,1,REGULAR,0
1529391,-1,-1,REGULAR,0
6653544,1,1,REGULAR,0
6816827,1,1,REGULAR,0
6803693,1,0,REGULAR,0
6753710,1,1,REGULAR,0
6317808,1,1,REGULAR,0
6744273,1,1,REGULAR,0
6835670,4,4,PROMOTIONAL,0
6173813,1,1,REGULAR,0
6284234,2,2,REGULAR,0
6329301,1,0,REGULAR,0
6892350,1,1,REGULAR,0
6609426,4,4,REGULAR,0
6906435,3,0,REGULAR,0
6923261,3,0,REGULAR,0
6225683,2,2,REGULAR,0
6603490,3,3,REGULAR,0
6652261,1,1,REGULAR,0
6593902,2,2,REGULAR,0
6473747,1,1,REGULAR,0
6785658,2,0,REGULAR,0
6513409,2,2,REGULAR,0
5441497,1,1,REGULAR,0
5282676,1,1,REGULAR,0
3258446,1,1,REGULAR,0
3289527,1,0,REGULAR,0
6614644,1,1,REGULAR,0
3323008,1,1,REGULAR,0
1944533,1,1,REGULAR,0
6642582,3,3,REGULAR,0
6658381,1,0,REGULAR,0
5505256,2,2,REGULAR,0
5446319,1,1,REGULAR,0
6574451,1,1,REGULAR,0
5399995,1,0,REGULAR,0
6307664,1,1,REGULAR,0
3510014,1,1,REGULAR,0
6887800,1,1,REGULAR,0
1778566,2,0,REGULAR,0
5469781,1,1,REGULAR,0
5490559,1,0,REGULAR,0
1486148,2,2,REGULAR,0
5776162,2,0,REGULAR,0
5478631,1,1,PROMOTIONAL,0
5775774,1,1,REGULAR,0
6660750,1,1,REGULAR,0
6528342,2,2,REGULAR,0
1540304,1,1,PROMOTIONAL,0
5386389,2,0,REGULAR,0
6471026,3,3,PROMOTIONAL,0
6918729,1,1,REGULAR,0
5295084,1,1,REGULAR,0
3821386,1,1,REGULAR,0
3633985,1,1,REGULAR,0
3478334,1,1,REGULAR,0
6883290,1,1,REGULAR,0
5655324,3,3,REGULAR,0
5815761,3,3,PROMOTIONAL,0
1559048,1,0,REGULAR,0
3913057,1,1,REGULAR,0
6790349,2,2,REGULAR,0
6777522,12,12,REGULAR,0
3467358,1,1,REGULAR,0
5927878,1,1,REGULAR,0
6854420,1,1,REGULAR,0
1574800,1,1,REGULAR,0
6963020,2,0,REGULAR,0
5393647,1,0,REGULAR,0
5681960,1,1,REGULAR,0
5377055,1,1,REGULAR,0
3539539,2,2,REGULAR,0
6540662,1,1,REGULAR,0
3663084,1,1,REGULAR,0
5900031,1,1,REGULAR,0
5459007,1,1,REGULAR,0
6667531,1,1,REGULAR,0
3566107,1,1,REGULAR,0
3705440,1,1,REGULAR,0
3820759,1,1,REGULAR,0
6267339,1,1,REGULAR,0
1910477,2,2,REGULAR,0
5324914,1,1,REGULAR,0
3139238,1,1,REGULAR,0
6816179,2,0,REGULAR,0
6685701,1,1,REGULAR,0
1540136,1,0,REGULAR,0
6106587,1,1,REGULAR,0
5507018,1,1,REGULAR,0
3299486,1,1,REGULAR,0
5221751,1,1,REGULAR,0
6643868,2,0,REGULAR,0
1870232,1,1,REGULAR,0
3519912,1,1,REGULAR,0
1868099,2,2,REGULAR,0
3509226,1,1,REGULAR,0
1505372,2,2,REGULAR,0
5774713,1,1,REGULAR,0
6759198,1,1,REGULAR,0
3340426,1,1,REGULAR,0
3229038,3,3,REGULAR,0
6289062,1,1,REGULAR,0
1868418,1,0,REGULAR,0
1659987,1,1,REGULAR,0
1684684,1,1,REGULAR,0
5471207,1,1,REGULAR,0
6804569,1,1,REGULAR,0
3157915,1,1,REGULAR,0
6506663,1,1,REGULAR,0
3249319,1,1,REGULAR,0
3719587,2,2,REGULAR,0
1829867,1,1,REGULAR,0
5677662,1,1,REGULAR,0
6619418,1,1,REGULAR,0
5465095,1,1,REGULAR,0
1720332A,1,1,REGULAR,0
5282716,2,2,PROMOTIONAL,0
3482812,1,1,REGULAR,0
3167517,1,1,REGULAR,0
5672721,1,1,REGULAR,0
3596229,1,1,REGULAR,0
3552695,1,1,REGULAR,0
6748675,1,1,REGULAR,0
5361329,1,1,REGULAR,0
5913906,2,2,REGULAR,0
5427288,1,1,REGULAR,0
3804736,1,1,PROMOTIONAL,0
1478740,1,1,REGULAR,0
3523421,1,1,REGULAR,0
3772895,1,1,REGULAR,0
6579920,1,1,REGULAR,0
3884145,1,1,REGULAR,0
6532783,1,1,REGULAR,0
6462738,1,0,REGULAR,0
3874752,1,1,REGULAR,0
5411240,1,1,REGULAR,0
6369056,1,1,REGULAR,0
6698441,1,1,REGULAR,0
5304637,1,1,REGULAR,0
3209106,1,1,REGULAR,0
5391308,1,1,REGULAR,0
6589968,1,1,REGULAR,0
5109970,1,1,REGULAR,0
6210507,1,1,REGULAR,0
5739695,1,1,REGULAR,0
3864146,1,1,REGULAR,0
6633430,1,1,REGULAR,0
5719205,1,1,REGULAR,0
6268978,1,1,REGULAR,0
5785744,10,10,REGULAR,0
3719891,10,10,REGULAR,0
5341009,7,7,REGULAR,0
6097600,5,5,SEASONAL,0
6259364,2,2,REGULAR,0
1888427,2,2,REGULAR,0
1677538,1,1,REGULAR,0
3452764,5,5,REGULAR,0
3637492,1,1,REGULAR,0
5115580,4,4,REGULAR,0
1719238,8,8,REGULAR,0
3169939,1,0,REGULAR,0
3621896,1,1,REGULAR,0
5490563,1,1,REGULAR,0
5387889,4,4,REGULAR,0
6303692,2,2,REGULAR,0
1911755,3,3,REGULAR,0
6508366,4,4,REGULAR,0
3195293,1,1,REGULAR,0
6312068,20,0,REGULAR,0
6248297,2,2,REGULAR,0
6132801,-1,-1,REGULAR,0
3874833,1,1,REGULAR,0
1825445,1,1,REGULAR,0
3153329,4,4,REGULAR,0
3837944,2,2,REGULAR,0
5215613,3,3,REGULAR,0
1579738,2,2,REGULAR,0
3747794,5,5,REGULAR,0
3585272,1,1,REGULAR,0
5473810,6,6,REGULAR,0
6681428,1,1,REGULAR,0
5433386,2,0,REGULAR,0
3254705,1,1,REGULAR,0
5756833,4,4,REGULAR,0
5776850,16,16,REGULAR,0
1971785,2,0,REGULAR,0
5134309,5,5,REGULAR,0
6408281,5,5,REGULAR,0
1539136,2,2,REGULAR,0
5143081,1,1,REGULAR,0
5122914,10,0,REGULAR,0
1958358,1,1,REGULAR,0
1968739,1,1,REGULAR,0
3270977,3,3,REGULAR,0
6368297,7,7,REGULAR,0
3835418,1,1,REGULAR,0
3500667,4,0,REGULAR,0
1769023,1,1,REGULAR,0
3674523,2,2,REGULAR,0
1874456,1,1,REGULAR,0
5794606,4,4,REGULAR,0
6545646,12,12,REGULAR,0
3553268,3,3,REGULAR,0
6342108,3,3,REGULAR,0
1944079,2,2,REGULAR,0
1485556,1,1,REGULAR,0
3609014,1,1,REGULAR,0
3195003,1,1,REGULAR,0
3719294,1,1,REGULAR,0
3119461,1,1,REGULAR,0
5101400,1,1,PROMOTIONAL,0
5909413,1,1,REGULAR,0
6931169,1,1,REGULAR,0
3705794,1,1,REGULAR,0
1668933,1,1,REGULAR,0
1920967,2,2,REGULAR,0
1668629,1,1,REGULAR,0
5484802,1,1,REGULAR,0
5211229,2,2,REGULAR,0
3524293,5,5,REGULAR,0
6533825,-2,-2,REGULAR,0
5153741,1,1,REGULAR,0
5759809,1,1,REGULAR,0
5438247,1,1,REGULAR,0
5426901,1,1,REGULAR,0
5844377,4,4,REGULAR,0
3198194,3,3,REGULAR,0
1658064,2,2,REGULAR,0
5885331,2,2,REGULAR,0
5401022,1,1,REGULAR,0
5951817,1,0,REGULAR,0
3324030,1,0,REGULAR,0
1928722,1,1,REGULAR,0
1777435,1,1,REGULAR,0
5473148,1,1,REGULAR,0
3301047,1,0,REGULAR,0
3750095,1,1,REGULAR,0
6918069,1,1,REGULAR,0
3175258,1,1,REGULAR,0
1844002,1,1,REGULAR,0
3103771,1,1,REGULAR,0
1926182,1,0,REGULAR,0
3181722,1,0,REGULAR,0
5393487,1,1,REGULAR,0
6429070,1,1,REGULAR,0
3144311,1,1,REGULAR,0
3767346,1,1,REGULAR,0
3343337,1,0,REGULAR,0
1515993,1,1,REGULAR,0
3888064,1,1,REGULAR,0
3104437,1,1,REGULAR,0
6653166,1,0,REGULAR,0
5498711,1,1,REGULAR,0
3340831,2,2,PROMOTIONAL,0
5197029,1,1,PROMOTIONAL,0
3798290,2,2,PROMOTIONAL,0
1541642,1,1,REGULAR,0
5191703,1,1,REGULAR,0
5687150,1,1,REGULAR,0
5747598,4,4,REGULAR,0
3243992,3,3,REGULAR,0
1680663,1,1,REGULAR,0
1930218,2,2,PROMOTIONAL,0
1491704,1,1,REGULAR,0
6757562,1,0,REGULAR,0
6095428,3,3,SEASONAL,0
9798856,14,14,PROMOTIONAL,?
5788088,1,1,REGULAR,0
5805171,1,1,REGULAR,0
6948607,1,1,REGULAR,0
1961832,2,0,REGULAR,0
3437933,2,2,REGULAR,0
5843552,2,2,REGULAR,0
5799822,1,1,REGULAR,0
6824349,1,1,REGULAR,0
6898887,1,1,REGULAR,0
3323666,1,1,REGULAR,0
5722326,1,1,REGULAR,0
6754430,1,1,REGULAR,0
3655720,1,1,PROMOTIONAL,0
1601902,1,1,REGULAR,0
6621862,1,1,REGULAR,0
6546726,1,1,REGULAR,0
6386570,1,1,PROMOTIONAL,0
6265274,2,2,REGULAR,0
6797316,1,1,PROMOTIONAL,0
6760997,3,0,REGULAR,0
6770351,2,0,REGULAR,0
1740048,1,1,REGULAR,0
5881015,1,1,REGULAR,0
3464927,1,1,REGULAR,0
3905557,1,0,REGULAR,0
5218188,1,1,REGULAR,0
1500191,1,1,REGULAR,0
6572355,1,1,REGULAR,0
6897952,1,0,REGULAR,0
6399057,4,4,REGULAR,0
6729926,1,0,REGULAR,0
6482173,1,1,REGULAR,0
6278049,1,1,REGULAR,0
6735082,2,2,REGULAR,0
5401003,1,1,REGULAR,0
3349870,2,2,REGULAR,0
5317626,1,1,REGULAR,0
5439524,1,1,REGULAR,0
1893352,1,0,REGULAR,0
6210289,1,1,REGULAR,0
6526174,1,1,PROMOTIONAL,0
6731515,1,1,REGULAR,0
1889265,1,1,REGULAR,0
6289243,1,1,REGULAR,0
6600105,1,1,REGULAR,0
6630167,1,1,REGULAR,0
6331352,1,0,REGULAR,0
6130516,1,1,REGULAR,0
6686467,1,1,REGULAR,0
6946441,2,2,REGULAR,0
6737238,1,1,REGULAR,0
6275048,1,1,REGULAR,0
6801840,1,1,REGULAR,0
6544307,1,1,REGULAR,0
3690124,-1,-1,REGULAR,0
5701882,1,1,REGULAR,0
1711778,1,1,REGULAR,0
6244501,3,3,REGULAR,0
3712192,1,1,REGULAR,0
6778517,1,1,REGULAR,0
5118760,3,3,REGULAR,0
3806716,1,1,REGULAR,0
6770422,1,1,REGULAR,0
5717847,2,2,REGULAR,0
3655987,1,1,REGULAR,0
5905855,4,4,REGULAR,0
6320572,1,1,REGULAR,0
3873420,2,2,REGULAR,0
1694992,1,1,REGULAR,0
6682874,8,8,REGULAR,0
6583848,1,1,REGULAR,0
6775920,1,1,REGULAR,0
6828883,1,1,REGULAR,0
6107568,1,0,REGULAR,0
6249879,2,2,REGULAR,0
6131692,1,1,REGULAR,0
6893335,1,1,REGULAR,0
6535932,1,1,REGULAR,0
6855917,1,1,REGULAR,0
6735524,5,5,PROMOTIONAL,0
6974605,2,0,REGULAR,0
6109382,4,4,REGULAR,0
6872876,1,0,REGULAR,0
6859372,1,1,REGULAR,0
3232370,1,1,REGULAR,0
5415686,1,1,REGULAR,0
6314912,1,1,REGULAR,0
3685618,1,1,REGULAR,0
1521810,1,1,REGULAR,0
5925905,1,1,REGULAR,0
5196057,1,1,REGULAR,0
3123579,1,1,REGULAR,0
6326629,1,1,REGULAR,0
5511136,1,1,REGULAR,0
5921650,1,1,REGULAR,0
1680368,1,1,REGULAR,0
6638938,1,1,REGULAR,0
1723319,1,1,REGULAR,0
5730397,1,1,REGULAR,0
6834632,1,1,REGULAR,0
1864814,1,1,REGULAR,0
3528092,1,1,REGULAR,0
1712913,1,1,REGULAR,0
1630911,1,1,REGULAR,0
1783040,1,1,REGULAR,0
6610161,1,1,REGULAR,0
1506704,1,1,REGULAR,0
6442821,1,1,REGULAR,0
1471741,1,1,REGULAR,0
6687251,1,1,REGULAR,0
6584160,1,1,REGULAR,0
3828659,1,1,REGULAR,0
6907923,1,1,REGULAR,0
6341956,1,1,REGULAR,0
5486547,1,0,REGULAR,0
3775915,2,2,REGULAR,0
3258082,1,1,REGULAR,0
3147752,1,1,REGULAR,0
3582993,1,1,REGULAR,0
5474604,1,1,REGULAR,0
3226075,1,1,REGULAR,0
5717547,1,1,REGULAR,0
6870906,1,1,REGULAR,0
6154218,1,1,REGULAR,0
6726981,1,1,PROMOTIONAL,0
6489512,1,1,REGULAR,0
6912412,2,0,REGULAR,0
6666262A,13,13,REGULAR,0
6416893,3,3,REGULAR,0
6596257,1,1,REGULAR,0
6629305,2,2,REGULAR,0
6587495,1,1,REGULAR,0
6230833,2,2,REGULAR,0
6828987,5,5,REGULAR,0
6721690,8,8,REGULAR,0
6789313,2,2,REGULAR,0
6717370,5,0,REGULAR,0
6858512,1,1,REGULAR,0
6932590,1,1,REGULAR,0
5191860,1,1,REGULAR,0
6658151,2,2,REGULAR,0
6891599,1,1,REGULAR,0
6428034,2,2,REGULAR,0
5939799,1,1,REGULAR,0
6698785,4,0,REGULAR,0
6704975,4,4,REGULAR,0
6471379,1,1,REGULAR,0
6102612,1,1,REGULAR,0
1884886,1,1,REGULAR,0
1580285,1,0,REGULAR,0
1485799,1,1,REGULAR,0
3611693,1,0,REGULAR,0
3326866,1,1,REGULAR,0
6896448,1,1,REGULAR,0
3586978,1,0,REGULAR,0
1752689,1,1,REGULAR,0
6224472,6,6,REGULAR,0
6740045,1,0,REGULAR,0
6813706,1,0,SEASONAL,0
3604307,2,2,REGULAR,0
6709444,1,1,REGULAR,0
5327279,1,1,REGULAR,0
6400789,1,0,REGULAR,0
6264689,1,1,REGULAR,0
5747647,2,2,REGULAR,0
3329694,1,1,REGULAR,0
3809532,1,0,REGULAR,0
1674112,2,2,REGULAR,0
5709749,1,1,REGULAR,0
6279506,1,0,REGULAR,0
5480653,1,1,REGULAR,0
6262495,1,1,REGULAR,0
3578476,1,1,REGULAR,0
6414930,1,0,REGULAR,0
6356487,7,7,REGULAR,0
3169223,1,1,REGULAR,0
5706473,4,4,REGULAR,0
5509945Y,4,4,REGULAR,0
1567694,1,1,REGULAR,0
6309763,1,1,REGULAR,0
6640491,1,1,REGULAR,0
1552018,1,1,REGULAR,0
3139132,1,1,REGULAR,0
6297988,1,1,REGULAR,0
3776744,1,1,REGULAR,0
3884249,1,1,REGULAR,0
1479584,2,2,REGULAR,0
5295963,-1,-1,REGULAR,0
3180724,1,1,REGULAR,0
5324611,1,1,REGULAR,0
3606926,1,1,REGULAR,0
5213811,1,1,REGULAR,0
3567779,1,0,REGULAR,0
6817459,1,0,REGULAR,0
6789985,2,0,REGULAR,0
6351093,1,1,REGULAR,0
6411213,8,8,REGULAR,0
6764819,1,1,REGULAR,0
3281479A,1,1,REGULAR,0
5830701,1,1,REGULAR,0
5178302,1,1,REGULAR,0
5213615,3,3,REGULAR,0
5184352,5,5,REGULAR,0
5475253,6,6,REGULAR,0
5218444,3,3,REGULAR,0
5267286,1,1,REGULAR,0
5289499,4,4,REGULAR,0
5527360Y,1,0,REGULAR,0
6528156,1,1,REGULAR,0
6719393,1,1,PROMOTIONAL,0
1899308,4,4,REGULAR,0
6866268,2,0,REGULAR,0
6124164,1,1,REGULAR,0
6924845,1,1,REGULAR,0
1968960,1,0,REGULAR,0
5196747,1,0,REGULAR,0
5406806,1,0,REGULAR,0
6404936,1,1,REGULAR,0
6173122,2,2,REGULAR,0
6694216,1,1,REGULAR,0
6682855,2,2,REGULAR,0
6624185,1,1,REGULAR,0
6629724,1,1,REGULAR,0
6166862,1,1,REGULAR,0
5483543,2,2,PROMOTIONAL,0
5224795,1,1,REGULAR,0
6153279,1,1,REGULAR,0
6872331,1,1,REGULAR,0
6216027,1,1,REGULAR,0
1580547,1,1,REGULAR,0
5221121,1,1,REGULAR,0
5533896,1,1,REGULAR,0
5536960,1,1,REGULAR,0
3596295,1,1,REGULAR,0
3616304,1,1,REGULAR,0
1957299,1,1,REGULAR,0
3279664,1,1,REGULAR,0
3809951,1,1,REGULAR,0
5716121,1,1,REGULAR,0
3246249,1,1,REGULAR,0
1940387,1,1,REGULAR,0
3232383,1,1,REGULAR,0
6413539,1,1,REGULAR,0
6962723,1,1,REGULAR,0
5406659,1,1,REGULAR,0
5816143,1,1,REGULAR,0
6793206,1,1,REGULAR,0
5869463,2,2,PROMOTIONAL,0
5740712,1,1,REGULAR,0
3828828,1,1,REGULAR,0
3151706,1,1,REGULAR,0
6102718,1,1,REGULAR,0
1921552,1,1,REGULAR,0
3190216,1,0,REGULAR,0
1516896,1,1,REGULAR,0
3605962,1,1,REGULAR,0
6872340,1,1,REGULAR,0
6669224,1,1,REGULAR,0
5228612,1,1,REGULAR,0
6354373,1,1,REGULAR,0
6969447,1,1,REGULAR,0
6869372,1,1,REGULAR,0
6306063,1,1,REGULAR,0
6388487,1,1,REGULAR,0
5770217,1,1,REGULAR,0
1601499,1,0,REGULAR,0
5915717,1,1,REGULAR,0
5957992,1,1,REGULAR,0
3653022,1,1,REGULAR,0
6680531,1,0,REGULAR,0
1476477,1,1,REGULAR,0
3448093,1,1,REGULAR,0
3135797,1,1,REGULAR,0
3280879,1,1,REGULAR,0
5481247,2,2,REGULAR,0
3903556,3,3,REGULAR,0
5257205,1,1,REGULAR,0
1681769,3,3,REGULAR,0
3715724,1,1,REGULAR,0
3364056,1,1,REGULAR,0
3621141,1,1,REGULAR,0
5757531,1,1,REGULAR,0
3188423,1,0,REGULAR,0
6516742,1,1,REGULAR,0
5315642,1,1,REGULAR,0
6679013,1,0,REGULAR,0
5444122,1,1,REGULAR,0
5655333,1,1,REGULAR,0
5475625,1,1,REGULAR,0
5667249,1,1,REGULAR,0
5329387,3,3,REGULAR,0
5443823,1,1,REGULAR,0
5351285,1,1,REGULAR,0
5319316,1,1,REGULAR,0
3582369,1,1,REGULAR,0
3655587,1,1,REGULAR,0
3208111,1,1,REGULAR,0
5475095,1,0,REGULAR,0
3104113,1,1,REGULAR,0
3813094,1,1,REGULAR,0
5253987,1,1,REGULAR,0
6201618,1,1,REGULAR,0
5712901,1,1,REGULAR,0
5263033,1,1,REGULAR,0
6449061,1,1,REGULAR,0
3444594,1,1,REGULAR,0
3507584,1,1,REGULAR,0
5322341,2,0,REGULAR,0
1964976,2,2,REGULAR,0
1924952,2,2,REGULAR,0
5839178,2,2,REGULAR,0
5385396,1,1,REGULAR,0
1887020,1,1,REGULAR,0
6159412,1,1,REGULAR,0
6410469,1,1,REGULAR,0
6597474,1,0,REGULAR,0
1594680,1,0,REGULAR,0
3633086,1,1,REGULAR,0
6775588,7,7,REGULAR,0
6830091,1,1,REGULAR,0
5735787,1,1,REGULAR,0
5912510,1,1,REGULAR,0
5260969,1,1,REGULAR,0
5855807,1,1,REGULAR,0
3107515,1,1,REGULAR,0
3732638,1,1,REGULAR,0
5142676,3,3,REGULAR,0
3344987,2,2,REGULAR,0
6259477,1,1,REGULAR,0
1502413,1,1,REGULAR,0
3129944,1,0,REGULAR,0
5855868,1,1,REGULAR,0
3445763,1,1,REGULAR,0
3333847,1,0,REGULAR,0
3205732,1,1,REGULAR,0
5180974,2,2,REGULAR,0
3599378A,1,1,PROMOTIONAL,0
6474659,1,1,REGULAR,0
5316172,1,1,REGULAR,0
1690833,1,1,REGULAR,0
1901690A,2,2,REGULAR,0
